rspo,school_name,year,kept_miejscowosc,kept_ulica_nr,declined_miejscowosc,declined_ulica_nr,dropped_words
48897,SZKOŁA PODSTAWOWA IM.JANUSZA KORCZAKA W DOBCZYNIE,2026,Dobczyn,ul. Mazowiecka 67,Dobczyn,Mazowiecka 67,ul
48898,SZKOŁA PODSTAWOWA IM JANA PAWŁA II W KRUSZU,2026,Krusze,ul. Kryształowa 99 A,Krusze,Kryształowa 99 A,ul
48900,SZKOŁA PODSTAWOWA W STARYM KRASZEWIE,2026,Stary Kraszew,ul. Szkolna 5,Stary Kraszew,Szkolna 5,ul
49172,SZKOŁA PODSTAWOWA IM. JANA ADAMA MAKLAKIEWICZA W MSZCZONOWIE,2026,Mszczonów,ul. Warszawska 27,Mszczonów,Warszawska 27,ul
49239,PUBLICZNA SZKOŁA PODSTAWOWA IM. TERESY GRODZIŃSKIEJ W BIELISZE,2026,Bielicha,ul. Przytycka 184,Bielicha,Przytycka 184,ul
49375,PUBLICZNA SZKOŁA PODSTAWOWA NR.15 IM. WŁADYSŁAWA SYROKOMLI W RADOMIU,2026,Radom,ul. Kielecka 2/6,Radom,Kielecka 2/6,ul
49610,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W LELICACH,2026,Lelice,ul. Szkolna 1,Lelice,Szkolna 1,ul
49725,SZKOŁA PODSTAWOWA W PIEKARACH,2026,Piekary,ul. Piekarska 47,Piekary,Piekarska 47,ul
49900,PUBLICZNA SZKOŁA PODSTAWOWA NR 17 IM. JANA KOCHANOWSKIEGO W RADOMIU,2026,Radom,ul. Czarnoleska 10,Radom,Czarnoleska 10,ul
49924,PUBLICZNA SZKOŁA PODSTAWOWA IM. JULIANA TUWIMA W TRĄBKACH,2026,Trąbki,ul. Osadnicza 4,Trąbki,Osadnicza 4,ul
50338,PUBLICZNA SZKOŁA PODSTAWOWA IM. PAPIEŻA JANA PAWŁA II W MŁYNARZACH,2026,Młynarze,ul. Ostrołęcka 24,Młynarze,Ostrołęcka 24,ul
50447,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W GOZDOWIE,2026,Gozdowo,ul. Krystyna Gozdawy 21,Gozdowo,Gozdawy 21,ul krystyna
50849,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W WOLI RĘBKOWSKIEJ W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W WOLI RĘBKOWSKIEJ,2026,Wola Rębkowska,ul. Długa 90,Wola Rębkowska,Długa 90,ul
52372,SZKOŁA PODSTAWOWA NR 84 IM. WALERIANA ŁUKASIŃSKIEGO,2026,Warszawa,ul. Radzymińska 227,Warszawa,Radzymińska 227,ul
52527,SZKOŁA PODSTAWOWA IM.WŁADYSŁAWA RDZANOWSKIEGO W RADZIEJOWICACH,2026,Radziejowice,ul. Główna 2,Radziejowice,Główna 2,ul
52764,SZKOŁA PODSTAWOWA NR 1 IM. KS. PIOTRA SKARGI W MILANÓWKU,2026,Milanówek,ul. Królewska 69,Milanówek,Królewska 69,ul
52808,I SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO W RADOMIU,2026,Radom,"ul. mjr. Jana Piwnika ""Ponurego"" 3",Radom,"Piwnika ""Ponurego"" 3",ul mjr jana
52946,SZKOŁA PODSTAWOWA IM. STANISŁAWA MONIUSZKI,2026,Łajski,ul. Kościelna 63,Łajski,Kościelna 63,ul
52983,KATOLICKA SZKOŁA PODSTAWOWA IM. KS. PIOTRA SKARGI,2026,Warszawa,ul. Józefa Bema 73/75,Warszawa,Bema 73/75,ul józefa
52988,"""ŻAGLE"" SZKOŁA PODSTAWOWA STOWARZYSZENIA STERNIK",2026,Warszawa,ul. Mieczysława Pożaryskiego 28,Warszawa,Pożaryskiego 28,ul mieczysława
52998,POLSKO-NIEMIECKA SZKOŁA SPOTKAŃ I DIALOGU IM. WILLY'EGO BRANDTA W WARSZAWIE - SZKOŁA PODSTAWOWA,2026,Warszawa,ul. św. Urszuli Ledóchowskiej 3,Warszawa,Ledóchowskiej 3,ul św urszuli
53000,DWUJĘZYCZNA SZKOŁA PODSTAWOWA NR 1,2026,Warszawa,ul. Wspólna 55,Warszawa,Wspólna 55,ul
53002,WARSAW BILINGUAL SCHOOL DWUJĘZYCZNA SZKOŁA PODSTAWOWA IM. PROFESORA WŁADYSŁAWA BARTOSZEWSKIEGO,2026,Warszawa,ul. Radarowa 6,Warszawa,Radarowa 6,ul
53008,NIEPUBLICZNA WALDORFSKA SZKOŁA PODSTAWOWA IM. AUGUSTA CIESZKOWSKIEGO,2026,Warszawa,ul. Alpejska 16,Warszawa,Alpejska 16,ul
53024,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JULIUSZA VERNE'A,2026,Warszawa,ul. Marymoncka 34,Warszawa,Marymoncka 34,ul
53028,NIEPUBLICZNA SZKOŁA PODSTAWOWA GAUDEAMUS,2026,Warszawa,ul. Lazurowa 67,Warszawa,Lazurowa 67,ul
53368,SZKOŁA PODSTAWOWA NR 18 IM. JANA ZYGMUNTA JAKUBOWSKIEGO W PŁOCKU,2026,Płock,ul. Jasna 8,Płock,Jasna 8,ul
53424,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SUCHEJ,2026,Sucha,ul. Szlachecka 88A,Sucha,Szlachecka 88A,ul
53691,SZKOŁA PODSTAWOWA NR 2 IM. MICHALINY CHEŁMOŃSKIEJ-SZCZEPANKOWSKIEJ W SŁUPNIE,2026,Słupno,ul. Szkolna 3,Słupno,Szkolna 3,ul
53730,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W JEDLIŃSKU,2026,Jedlińsk,ul. Konopnickiej 2,Jedlińsk,Konopnickiej 2,ul
53829,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO W BABOSZEWIE,2026,Baboszewo,ul. Jana i Antoniego Brodeckich 6,Baboszewo,Brodeckich 6,ul jana i antoniego
54132,SZKOŁA PODSTAWOWA NR 171 IM. STANISŁAWA STASZICA,2026,Warszawa,ul. Armii Krajowej 39,Warszawa,Armii Krajowej 39,ul
54139,SZKOŁA PODSTAWOWA NR 173 IM. GÓRNIKÓW POLSKICH,2026,Warszawa,inne Trakt Brzeski 18,Warszawa,Trakt Brzeski 18,inne
54433,SZKOŁA PODSTAWOWA IM. PORUCZNIKA STANISŁAWA LECHA W POŚWIĘTNEM,2026,Cygów,ul. Szkolna 20,Cygów,Szkolna 20,ul
55088,SZKOŁA PODSTAWOWA IM. PPOR. EMILII GIERCZAK W ŁĄCKU,2026,Łąck,ul. Kolejowa 1,Łąck,Kolejowa 1,ul
55331,SZKOŁA PODSTAWOWA NR 1 IM. KORNELA MAKUSZYŃSKIEGO W MARKACH,2026,Marki,ul. Okólna 14,Marki,Okólna 14,ul
55559,SZKOŁA PODSTAWOWA IM. WANDY CHOTOMSKIEJ W JÓZEFOWIE,2026,Józefów,ul. Szkolna 62,Józefów,Szkolna 62,ul
55560,SZKOŁA PODSTAWOWA IM. WOJSKA POLSKIEGO W BIAŁOBRZEGACH,2026,Białobrzegi,ul. Wojska Polskiego 21,Białobrzegi,Wojska Polskiego 21,ul
55561,SZKOŁA PODSTAWOWA IM. I BATALIONU SAPERÓW KOŚCIUSZKOWSKICH W IZABELINIE,2026,Izabelin,ul. Szkolna 1,Izabelin,Szkolna 1,ul
55835,"SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ROWECKIEGO ""GROTA""",2026,Marki,ul. Wspólna 42,Marki,Wspólna 42,ul
55922,"PUBLICZNA SZKOŁA PODSTAWOWA IM. ""BAJKOPISARZY ŚWIATA"" W LESZNOWOLI",2026,Lesznowola,ul. Szkolna 1,Lesznowola,Szkolna 1,ul
55926,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. KS. PIOTRA SKARGI W GRÓJCU,2026,Grójec,ul. Armii Krajowej 34,Grójec,Armii Krajowej 34,ul
55944,SZKOŁA PODSTAWOWA NR 1 W ŁASKARZEW,2026,Łaskarzew,ul. Alejowa 23,Łaskarzew,Alejowa 23,ul
55954,SZKOŁA PODSTAWOWA IM. OJCA ŚWIĘTEGO JANA PAWŁA II W SŁUBICACH,2026,Słubice,ul. Płocka 30,Słubice,Płocka 30,ul
56032,SZKOŁA PODSTAWOWA IM.BOLESŁAWA PRUSA,2026,Kałuszyn,ul. Pocztowa 4,Kałuszyn,Pocztowa 4,ul
56150,PUBLICZNA SZKOŁA PODSTAWOWA W GOSZCZYNIE,2026,Goszczyn,ul. Armii Krajowej 2,Goszczyn,Armii Krajowej 2,ul
56256,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JULIUSZA SŁOWACKIEGO W RADOMIU,2026,Radom,ul. Warszawska 3,Radom,Warszawska 3,ul
56368,SZKOŁA PODSTAWOWA NR 206 Z ODDZIAŁAMI INTEGRACYJNYMI IM. WŁADYSŁAWA REYMONTA,2026,Warszawa,ul. Bartnicza 2,Warszawa,Bartnicza 2,ul
56423,"SZKOŁA PODSTAWOWA IM. MJR. HENRYKA DOBRZAŃSKIEGO ""HUBALA"" W ZABRAŃCU",2026,Zabraniec,ul. ks. Wł. Skonieckiego 8,Zabraniec,Skonieckiego 8,ul ks wł
56496,PUBLICZNA SZKOŁA PODSTAWOWA W JABŁONNIE LACKIEJ,2026,Jabłonna Lacka,ul. Klonowa 6,Jabłonna Lacka,Klonowa 6,ul
56579,SZKOŁA PODSTAWOWA IM.KS. KARDYNAŁA STEFANA WYSZYŃSKIEGO W NOWYM DUNINOWIE,2026,Nowy Duninów,ul. Gostynińska 1,Nowy Duninów,Gostynińska 1,ul
56584,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KRASNOSIELCU,2026,Krasnosielc,ul. Ogrodowa 2A,Krasnosielc,Ogrodowa 2A,ul
56655,SZKOŁA PODSTAWOWA SPECJALNA NR 4 W JÓZEFOWIE MŁODZIEŻOWY OŚRODEK SOCJOTERAPII „JĘDRUŚ” W JÓZEFOWIE,2026,Józefów,ul. Główna 10,Józefów,Główna 10,ul
57148,PUBLICZNA SZKOŁA PODSTAWOWA IM. JÓZEFA BRANDTA W OROŃSKU,2026,Orońsko,ul. Szkolna 3,Orońsko,Szkolna 3,ul
57236,SZKOŁA PODSTAWOWA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W CIEMNEM,2026,Ciemne,ul. Wołomińska 208,Ciemne,Wołomińska 208,ul
57320,SZKOŁA PODSTAWOWA IM.ORŁA BIAŁEGO W BRZEŚCACH,2026,Brześce,ul. Wilanowska 55,Brześce,Wilanowska 55,ul
57705,PUBLICZNA SZKOŁA PODSTAWOWA WE WSOLI,2026,Wsola,ul. Szkolna 1,Wsola,Szkolna 1,ul
57874,SZKOŁA PODSTAWOWA IM. POLSKI NIEPODLEGŁEJ W BANIOSZE,2026,Baniocha,ul. Szkolna 1,Baniocha,Szkolna 1,ul
58101,PUBLICZNA SZKOŁA PODSTAWOWA NR 21 IM. KS. JANA TWARDOWSKIEGO W RADOMIU,2026,Radom,ul. Trojańska 5,Radom,Trojańska 5,ul
58174,PUBLICZNA SZKOŁA PODSTAWOWA IM. PRZYJACIÓŁ DZIECI W PRZYTYKU,2026,Przytyk,ul. Szkolna 3,Przytyk,Szkolna 3,ul
58211,SZKOŁA PODSTAWOWA NR 3 IM. FRYDERYKA CHOPINA W MILANÓWKU,2026,Milanówek,ul. Żabie Oczko 1,Milanówek,Żabie Oczko 1,ul
58466,PUBLICZNA SZKOŁA PODSTAWOWA NR 26 IM. JACKA MALCZEWSKIEGO W RADOMIU,2026,Radom,ul. Wośnicka 125,Radom,Wośnicka 125,ul
58471,PUBLICZNA SZKOŁA PODSTAWOWA NR 20 IM.OBROŃCÓW POKOJU W RADOMIU,2026,Radom,ul. Malenicka 29,Radom,Malenicka 29,ul
58493,SZKOŁA PODSTAWOWA IM. ZIEMI MAZOWIECKIEJ W LISZYNIE,2026,Liszyno,ul. Wawrzyńca Sikory 19,Liszyno,Sikory 19,ul wawrzyńca
58611,SZKOŁA PODSTAWOWA IM.ŚW.STANISŁAWA KOSTKI W STRZEGOWIE,2026,Strzegowo,ul. Wyzwolenia 13,Strzegowo,Wyzwolenia 13,ul
58847,SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W CZERSKU,2026,Czersk,ul. Warszawska 17,Czersk,Warszawska 17,ul
58900,SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W ŁASKARZEWIE,2026,Łaskarzew,ul. Kolejowa 13,Łaskarzew,Kolejowa 13,ul
59575,SZKOŁA PODSTAWOWA IM.KSIĘDZA JANA TWARDOWSKIEGO W CZACHÓWKU,2026,Czachówek,ul. Główna 56,Czachówek,Główna 56,ul
59580,SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W CZAPLINKU,2026,Czaplinek,ul. Szkolna 5,Czaplinek,Szkolna 5,ul
59641,SZKOŁA PODSTAWOWA NR 350 IM. ARMII KRAJOWEJ,2026,Warszawa,ul. Karola Irzykowskiego 1a,Warszawa,Irzykowskiego 1a,ul karola
59852,SZKOŁA PODSTAWOWA NR 2 IM.KSIĘCIA JANUSZA W GÓRZE KALWARII,2026,Góra Kalwaria,ul. Kalwaryjska 3,Góra Kalwaria,Kalwaryjska 3,ul
60275,SZKOŁA PODSTAWOWA NR 191 IM. JÓZEFA IGNACEGO KRASZEWSKIEGO,2026,Warszawa,ul. Bokserska 30,Warszawa,Bokserska 30,ul
60276,SZKOŁA PODSTAWOWA NR 115 IM. WANDY TUROWSKIEJ,2026,Warszawa,ul. Okrężna 80,Warszawa,Okrężna 80,ul
60277,SZKOŁA PODSTAWOWA NR 190 IM. ORŁA BIAŁEGO,2026,Warszawa,ul. Zwierzyniecka 10,Warszawa,Zwierzyniecka 10,ul
60280,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI NR 157 IM. ADAMA MICKIEWICZA,2026,Warszawa,ul. Kazimierzowska 16,Warszawa,Kazimierzowska 16,ul
60281,SZKOŁA PODSTAWOWA NR 212 IM. KRYSTYNY KRAHELSKIEJ,2026,Warszawa,ul. Czarnomorska 3,Warszawa,Czarnomorska 3,ul
60283,SZKOŁA PODSTAWOWA NR 202 IM. KAZIMIERZA GÓRSKIEGO,2026,Warszawa,"ul. Jana Bytnara ""Rudego"" 19",Warszawa,"Bytnara ""Rudego"" 19",ul jana
60284,SZKOŁA PODSTAWOWA NR 205 IM. ŻOŁNIERZY POWSTANIA WARSZAWSKIEGO,2026,Warszawa,ul. Spartańska 4,Warszawa,Spartańska 4,ul
60285,SZKOŁA PODSTAWOWA NR 260 IM. JANA MATEJKI,2026,Warszawa,ul. Zakrzewska 24 B,Warszawa,Zakrzewska 24 B,ul
60286,SZKOŁA PODSTAWOWA NR 271 IM. 11 LISTOPADA,2026,Warszawa,ul. Niegocińska 2,Warszawa,Niegocińska 2,ul
60287,SZKOŁA PODSTAWOWA NR 307 IM. KRÓLA JANA III SOBIESKIEGO,2026,Warszawa,ul. Barcelońska 8,Warszawa,Barcelońska 8,ul
60288,SZKOŁA PODSTAWOWA NR 33 IM. WOJSK OBRONY POWIETRZNEJ KRAJU,2026,Warszawa,ul. Cieszyńska 8,Warszawa,Cieszyńska 8,ul
60289,SZKOŁA PODSTAWOWA NR 46 IM. STEFANA STARZYŃSKIEGO,2026,Warszawa,ul. Wałbrzyska 5,Warszawa,Wałbrzyska 5,ul
60290,SZKOŁA PODSTAWOWA NR 70 Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW MONTE CASSINO,2026,Warszawa,ul. Giordana Bruna 11,Warszawa,Bruna 11,ul giordana
60291,SZKOŁA PODSTAWOWA NR 85 IM. BENITO JUAREZA,2026,Warszawa,ul. Ludwika Narbutta 14,Warszawa,Narbutta 14,ul ludwika
60292,SZKOŁA PODSTAWOWA NR 103 IM. BOHATERÓW WARSZAWY 1939-1945,2026,Warszawa,ul. Jeziorna 5/9,Warszawa,Jeziorna 5/9,ul
60295,SZKOŁA PODSTAWOWA NR 146 IM. JANUSZA KORCZAKA,2026,Warszawa,ul. Domaniewska 33,Warszawa,Domaniewska 33,ul
60296,SZKOŁA PODSTAWOWA NR 69 IM. MARII SKŁODOWSKIEJ-CURIE,2026,Warszawa,ul. Wiktorska 73,Warszawa,Wiktorska 73,ul
60299,SZKOŁA PODSTAWOWA NR 98 Z ODDZIAŁAMI INTEGRACYJNYMI IM. LUCY MAUD MONTGOMERY,2026,Warszawa,ul. Artura Grottgera 22,Warszawa,Grottgera 22,ul artura
60542,SZKOŁA PODSTAWOWA IM. BŁOGOSŁAWIONEGO OJCA STANISŁAWA PAPCZYŃSKIEGO W KĄTACH,2026,Kąty,ul. Puławska 4,Kąty,Puławska 4,ul
60578,SZKOŁA PODSTAWOWA NR 150 IM. WALEREGO WRÓBLEWSKIEGO,2026,Warszawa,ul. gen. Wiktora Thomméego 1,Warszawa,Thomméego 1,ul gen wiktora
60606,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W MASZEWIE DUŻYM,2026,Maszewo Duże,ul. Szkolna 14,Maszewo Duże,Szkolna 14,ul
60611,SZKOŁA PODSTAWOWA W STARYCH PROBOSZCZEWICACH,2026,Stare Proboszczewice,ul. Floriańska 4,Stare Proboszczewice,Floriańska 4,ul
60888,SZKOŁA PODSTAWOWA NR 81 IM. JULIANA URSYNA NIEMCEWICZA,2026,Warszawa,ul. Puszczyka 6,Warszawa,Puszczyka 6,ul
60902,SZKOŁA PODSTAWOWA IM. GEN. WIKTORA THOMMEE W POMIECHÓWKU,2026,Pomiechówek,ul. Nasielska 3,Pomiechówek,Nasielska 3,ul
60929,SZKOŁA PODSTAWOWA W GRODZISKU IM. BOHATERÓW WRZEŚNIA 1939 R.,2026,Grodzisk,ul. Mazowiecka 86,Grodzisk,Mazowiecka 86,ul
61436,PUBLICZNA SZKOŁA PODSTAWOWA NR 23 IM.STEFANA ŻEROMSKIEGO W RADOMIU,2026,Radom,ul. Gajowa 60,Radom,Gajowa 60,ul
61858,SZKOŁA PODSTAWOWA NR 1 IM. OLOFA PALMEGO,2026,Józefów,ul. Mickiewicza 11,Józefów,Mickiewicza 11,ul
61894,"ZESPÓŁ SZKÓŁ W MROZACH, SZKOŁA PODSTAWOWA IM. ROMUALDA TRAUGUTTA W MROZACH",2026,Mrozy,ul. Szkolna 2,Mrozy,Szkolna 2,ul
62364,PUBLICZNA SZKOŁA PODSTAWOWA W KOSTRZYNIE,2026,Kostrzyn,ul. Szkolna 7,Kostrzyn,Szkolna 7,ul
62427,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W JERUZALU,2026,Jeruzal,ul. Szkolna 8,Jeruzal,Szkolna 8,ul
62601,SZKOŁA PODSTAWOWA NR 4 IM. ŻOŁNIERZA POLSKIEGO W OSTROŁĘCE,2026,Ostrołęka,ul. Legionowa 17,Ostrołęka,Legionowa 17,ul
63416,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 301 IM. JANUSZA KORCZAKA,2026,Warszawa,ul. Brygadzistów 18,Warszawa,Brygadzistów 18,ul
63443,SZKOŁA PODSTAWOWA IM.KRZYSZTOFA KAMILA BACZYŃSKIEGO,2026,Wyszogród,ul. Niepodległości 11,Wyszogród,Niepodległości 11,ul
63992,SZKOŁA PODSTAWOWA NR 2 IM. ARMII KRAJOWEJ W MILANÓWKU,2026,Milanówek,ul. Literacka 20,Milanówek,Literacka 20,ul
64419,SZKOŁA PODSTAWOWA IM. ŚW. MAKSYMILIANA KOLBEGO W TERESINIE,2026,Teresin,al. Księcia Druckiego-Lubeckiego 3,Teresin,Druckiego-Lubeckiego 3,al księcia
64421,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W SZYMANOWIE,2026,Szymanów,ul. Szkolna 35,Szymanów,Szkolna 35,ul
64554,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W DOBIESZU,2026,Dobiesz,ul. Wolska 36,Dobiesz,Wolska 36,ul
64669,PUBLICZNA SZKOŁA PODSTAWOWA NR 28 IM. ADAMA MICKIEWICZA W RADOMIU,2026,Radom,ul. Stefana Jaracza 8,Radom,Jaracza 8,ul stefana
64965,MILANOWSKA PRYWATNA SZKOŁA PODSTAWOWA,2026,Milanówek,ul. Warszawska 52b,Milanówek,Warszawska 52b,ul
65015,PUBLICZNA SZKOŁA PODSTAWOWA NR 14 INTEGRACYJNA IM. JANA PAWŁA II W RADOMIU,2026,Radom,ul. Wierzbicka 81,Radom,Wierzbicka 81,ul
65134,SZKOŁA PODSTAWOWA IM. POLSKICH NOBLISTÓW W GOLESZYNIE,2026,Goleszyn,ul. Niepodległości 2,Goleszyn,Niepodległości 2,ul
66148,SZKOŁA PODSTAWOWA NR 3 IM. ADAMA MICKIEWICZA W OSTROŁĘCE,2026,Ostrołęka,ul. Ignacego Jerzego Skowrońskiego 8,Ostrołęka,Skowrońskiego 8,ul ignacego jerzego
66201,SZKOŁA PODSTAWOWA IM. BŁ. KS. EDWARDA GRZYMAŁY W SADOWNEM,2026,Sadowne,ul. Kościuszki 72,Sadowne,Kościuszki 72,ul
66477,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W SUŁKOWICACH,2026,Sułkowice,ul. Ogrodowa 38a,Sułkowice,Ogrodowa 38a,ul
68709,PUBLICZNA SZKOŁA PODSTAWOWA IM W.B. GŁOWACKIEGO W BRZÓZIE,2026,Brzóza,ul. Aleja Lipowa 4,Brzóza,Aleja Lipowa 4,ul
68712,PUBLICZNA SZKOŁA PODSTAWOWA Z KLASAMI SPORTOWYMI IM. JANA KOCHANOWSKIEGO W WIENIAWIE,2026,Wieniawa,ul. Szkolna 6,Wieniawa,Szkolna 6,ul
68720,KATOLICKA SZKOŁA PODSTAWOWA IM. BŁ. KS. JERZEGO POPIEŁUSZKI W SIEDLCACH,2026,Siedlce,ul. Sokołowska 172,Siedlce,Sokołowska 172,ul
69239,ZESPÓŁ SZKÓŁ W STERDYNI SZKOŁA PODSTAWOWA IM. ANIELI KRZYWOŃ,2026,Sterdyń,ul. Wojska Polskiego 17,Sterdyń,Wojska Polskiego 17,ul
69496,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BULKOWIE,2026,Bulkowo-Kolonia,ul. Szkolna 2,Bulkowo-Kolonia,Szkolna 2,ul
69549,SZKOŁA PODSTAWOWA IM. KS. JÓZEFA PONIATOWSKIEGO W ŁADACH,2026,Dawidy Bankowe,ul. Długa 49,Dawidy Bankowe,Długa 49,ul
69998,SZKOŁA PODSTAWOWA IM. KSIĘDZA HENRYKA NOWACKIEGO W ADELINIE,2026,Zabrodzie,ul. Wł. St. Reymonta 47,Zabrodzie,Reymonta 47,ul wł st
70343,SZKOŁA PODSTAWOWA W SKIBNIEWIE,2026,Skibniew-Podawce,ul. Szkolna 8,Skibniew-Podawce,Szkolna 8,ul
70349,SZKOŁA PODSTAWOWA W GROCHOWIE,2026,Grochów Szlachecki,ul. Władysława Rawicza 1,Grochów Szlachecki,Rawicza 1,ul władysława
70435,SZKOŁA PODSTAWOWA NR 4 IM. ADAMA MICKIEWICZA W SIEDLCACH,2026,Siedlce,ul. 10 Lutego 18,Siedlce,Lutego 18,ul 10
70436,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 6 IM. WŁADYSŁAWA BRONIEWSKIEGO W SIEDLCACH,2026,Siedlce,ul. Henryka Sienkiewicza 49,Siedlce,Sienkiewicza 49,ul henryka
70439,SZKOŁA PODSTAWOWA NR 10 IM. KSIĘŻNEJ ALEKSANDRY OGIŃSKIEJ W SIEDLCACH,2026,Siedlce,ul. Mazurska 10,Siedlce,Mazurska 10,ul
70441,SZKOŁA PODSTAWOWA NR 11 IM. JANA PAWŁA II W SIEDLCACH,2026,Siedlce,ul. Wiśniowa 5,Siedlce,Wiśniowa 5,ul
70442,SZKOŁA PODSTAWOWA NR 12 IM. KORNELA MAKUSZYŃSKIEGO W SIEDLCACH,2026,Siedlce,ul. Unitów Podlaskich 16,Siedlce,Unitów Podlaskich 16,ul
70466,SZKOŁA PODSTAWOWA IM. KS. KAN. MARIANA LIPSKIEGO W OSUCHOWIE,2026,Osuchów,ul. Szkolna 1,Osuchów,Szkolna 1,ul
70560,SZKOŁA PODSTAWOWA W NOWEJ WSI,2026,Nowa Wieś,ul. Szkolna 2,Nowa Wieś,Szkolna 2,ul
70659,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W PAPROTNI,2026,Paprotnia,ul. Sochaczewska 10,Paprotnia,Sochaczewska 10,ul
70925,PUBLICZNA SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W GOCŁAWIU,2026,Gocław,ul. Szkolna 2,Gocław,Szkolna 2,ul
70973,SZKOŁA PODSTAWOWA IM. OBROŃCÓW OJCZYZNY W NOWYM MISZEWIE W ZESPOLE PLACÓWEK OŚWIATOWYCH W NOWYM MISZEWIE,2026,Nowe Miszewo,ul. Szkolna 2,Nowe Miszewo,Szkolna 2,ul
71511,SZKOŁA PODSTAWOWA NR2 IM.OBROŃCÓW WARSZAWY,2026,Ożarów Mazowiecki,ul. Lipowa 11,Ożarów Mazowiecki,Lipowa 11,ul
72105,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,2026,Święcice,ul. Poznańska 541,Święcice,Poznańska 541,ul
72300,PUBLICZNA SZKOŁA PODSTAWOWA NR 29 Z ODDZIAŁAMI INTEGRACYJNYMI IM.WŁADYSŁAWA BRONIEWSKIEGO W RADOMIU,2026,Radom,ul. Ceglana 14,Radom,Ceglana 14,ul
72301,PUBLICZNA SZKOŁA PODSTAWOWA NR 31 IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W RADOMIU,2026,Radom,ul. Biała 6,Radom,Biała 6,ul
72894,SZKOŁA PODSTAWOWA NR1 IM. JANUSZA KUSOCINSKIEGO,2026,Ożarów Mazowiecki,ul. Szkolna 2,Ożarów Mazowiecki,Szkolna 2,ul
73093,PUBLICZNA SZKOŁA PODSTAWOWA NR 32 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W RADOMIU,2026,Radom,ul. Prospera Jarzyńskiego 3,Radom,Jarzyńskiego 3,ul prospera
73167,PRYWATNA SZKOŁA PODSTAWOWA NR 72 SZKOŁA MARZEŃ,2026,Piaseczno,ul. Zielona 14,Piaseczno,Zielona 14,ul
73196,SZKOŁA PODSTAWOWA IM. OSKARA KOLBERGA W KARNIEWIE,2026,Karniewo,ul. Szkolna 9,Karniewo,Szkolna 9,ul
73489,PUBLICZNA SZKOŁA PODSTAWOWA NR 33 IM. KAWALERÓW ORDERU UŚMIECHU W RADOMIU,2026,Radom,ul. Oskara Kolberga 5,Radom,Kolberga 5,ul oskara
73702,PUBLICZNA SZKOŁA PODSTAWOWA NR 34 W RADOMIU,2026,Radom,ul. Miła 18,Radom,Miła 18,ul
74675,SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANUSZA KORCZAKA,2026,Sochaczew,ul. Stanisława Staszica 25,Sochaczew,Staszica 25,ul stanisława
74873,SZKOŁA PODSTAWOWA IM.ZYGMUNTA KRASIŃSKIEGO W OPINOGÓRZE GÓRNEJ,2026,Opinogóra Górna,ul. Zygmunta Krasińskiego 25,Opinogóra Górna,Krasińskiego 25,ul zygmunta
